Cell,Label,Sex,Sample
1772066100_G06,1_oligodendrocytes,Male,2301
1772067058_B10,1_oligodendrocytes,Female,2302
1772063070_D01,1_oligodendrocytes,Male,2303
1772067060_H04,1_oligodendrocytes,Female,2304
1772058148_B01,1_oligodendrocytes,Male,2305
1772058148_A11,1_oligodendrocytes,Female,2306
1772067059_E05,1_oligodendrocytes,Male,2307
1772067063_G11,1_oligodendrocytes,Female,2308
1772062128_F08,1_oligodendrocytes,Male,2309
1772067060_E10,1_oligodendrocytes,Female,2310
1772066076_G04,1_oligodendrocytes,Male,2311
1772066098_D12,1_oligodendrocytes,Female,2312
1772058148_A09,1_oligodendrocytes,Male,2313
1772063074_B06,1_oligodendrocytes,Female,2314
1772066090_D10,1_oligodendrocytes,Male,2315
1772067076_G01,1_oligodendrocytes,Female,2316
1772066076_F05,1_oligodendrocytes,Male,2317
1772066108_H10,1_oligodendrocytes,Female,2318
1772067059_G06,1_oligodendrocytes,Male,2319
1772066095_F11,1_oligodendrocytes,Female,2320
1772066077_B04,1_oligodendrocytes,Male,2321
1772066102_G11,1_oligodendrocytes,Female,2322
1772066108_E12,1_oligodendrocytes,Male,2323
1772058177_E04,1_oligodendrocytes,Female,2324
1772067076_B06,1_oligodendrocytes,Male,2325
1772067057_A12,1_oligodendrocytes,Female,2326
1772066090_B02,1_oligodendrocytes,Male,2327
1772066077_C02,1_oligodendrocytes,Female,2328
1772067076_G12,1_oligodendrocytes,Male,2329
1772062115_E03,1_oligodendrocytes,Female,2330
1772066099_E11,1_oligodendrocytes,Male,2331
1772066108_A05,1_oligodendrocytes,Female,2332
1772062118_H12,1_oligodendrocytes,Male,2333
1772062111_C04,1_oligodendrocytes,Female,2334
1772066108_C04,1_oligodendrocytes,Male,2335
1772062115_H05,1_oligodendrocytes,Female,2336
1772062109_B05,1_oligodendrocytes,Male,2337
1772062109_D04,1_oligodendrocytes,Female,2338
1772066076_F11,1_oligodendrocytes,Male,2339
1772060224_D10,1_oligodendrocytes,Female,2340
1772066108_H08,1_oligodendrocytes,Male,2341
1772066102_D12,1_oligodendrocytes,Female,2342
1772063074_A01,1_oligodendrocytes,Male,2343
1772062118_C10,1_oligodendrocytes,Female,2344
1772063062_E06,1_oligodendrocytes,Male,2345
1772062118_G11,1_oligodendrocytes,Female,2346
1772062111_C05,1_oligodendrocytes,Male,2347
1772062115_B11,1_oligodendrocytes,Female,2348
1772062115_G12,1_oligodendrocytes,Male,2349
1772062118_F01,1_oligodendrocytes,Female,2350
1772066076_E05,1_oligodendrocytes,Male,2351
1772063062_H01,1_oligodendrocytes,Female,2352
1772062113_D12,1_oligodendrocytes,Male,2353
1772062111_E12,1_oligodendrocytes,Female,2354
1772062113_C02,1_oligodendrocytes,Male,2355
1772062114_A01,1_oligodendrocytes,Female,2356
1772062118_D05,1_oligodendrocytes,Male,2357
1772062118_G02,1_oligodendrocytes,Female,2358
1772062115_B08,1_oligodendrocytes,Male,2359
1772062109_H02,1_oligodendrocytes,Female,2360
1772062111_B07,1_oligodendrocytes,Male,2361
1772062111_B10,1_oligodendrocytes,Female,2362
1772062109_F06,1_oligodendrocytes,Male,2363
1772062113_C06,1_oligodendrocytes,Female,2364
1772062113_C11,1_oligodendrocytes,Male,2365
1772063070_C10,1_oligodendrocytes,Female,2366
1772062111_A07,1_oligodendrocytes,Male,2367
1772062111_H04,1_oligodendrocytes,Female,2368
1772063061_F12,1_oligodendrocytes,Male,2369
1772063079_H02,1_oligodendrocytes,Female,2370
1772062118_E01,1_oligodendrocytes,Male,2371
1772062115_E04,1_oligodendrocytes,Female,2372
1772062109_F12,1_oligodendrocytes,Male,2373
1772063070_D05,1_oligodendrocytes,Female,2374
1772062113_G06,1_oligodendrocytes,Male,2375
1772063061_E12,1_oligodendrocytes,Female,2376
1772062113_E02,1_oligodendrocytes,Male,2377
1772062113_H11,1_oligodendrocytes,Female,2378
1772062111_H02,1_oligodendrocytes,Male,2379
1772062113_D04,1_oligodendrocytes,Female,2380
1772063079_D02,1_oligodendrocytes,Male,2381
1772063079_E09,1_oligodendrocytes,Female,2382
1772066095_G12,1_oligodendrocytes,Male,2383
1772063061_D02,1_oligodendrocytes,Female,2384
1772063078_F04,1_oligodendrocytes,Male,2385
1772062113_F12,1_oligodendrocytes,Female,2386
1772063079_C04,1_oligodendrocytes,Male,2387
1772062116_H02,1_oligodendrocytes,Female,2388
1772058171_B09,1_oligodendrocytes,Male,2389
1772062115_C07,1_oligodendrocytes,Female,2390
1772063064_E07,1_oligodendrocytes,Male,2391
1772066108_H04,1_oligodendrocytes,Female,2392
1772067060_D02,1_oligodendrocytes,Male,2393
1772063079_D11,1_oligodendrocytes,Female,2394
1772062113_E07,1_oligodendrocytes,Male,2395
1772058171_B04,1_oligodendrocytes,Female,2396
1772058177_E07,1_oligodendrocytes,Male,2397
1772067076_D02,1_oligodendrocytes,Female,2398
1772058177_D12,1_oligodendrocytes,Male,2399
1772058171_E07,1_oligodendrocytes,Female,2400
1772058177_C01,1_oligodendrocytes,Male,2401
1772058171_A02,1_oligodendrocytes,Female,2402
1772058171_B05,1_oligodendrocytes,Male,2403
1772062111_E05,1_oligodendrocytes,Female,2404
1772058171_D03,1_oligodendrocytes,Male,2405
1772058177_A03,1_oligodendrocytes,Female,2406
1772058171_E02,1_oligodendrocytes,Male,2407
1772058171_A04,1_oligodendrocytes,Female,2408
1772063074_D10,1_oligodendrocytes,Male,2409
1772058171_G01,1_oligodendrocytes,Female,2410
1772058177_E06,1_oligodendrocytes,Male,2411
1772058177_C02,1_oligodendrocytes,Female,2412
1772058177_B05,1_oligodendrocytes,Male,2413
1772058171_D04,1_oligodendrocytes,Female,2414
1772058171_D01,1_oligodendrocytes,Male,2415
1772058177_F08,1_oligodendrocytes,Female,2416
1772058171_C01,1_oligodendrocytes,Male,2417
1772058171_F03,1_oligodendrocytes,Female,2418
1772058171_A11,1_oligodendrocytes,Male,2419
1772058171_G11,1_oligodendrocytes,Female,2420
1772058171_A09,1_oligodendrocytes,Male,2421
1772058171_F08,1_oligodendrocytes,Female,2422
1772058177_F06,1_oligodendrocytes,Male,2423
1772058171_B08,1_oligodendrocytes,Female,2424
1772058171_G03,1_oligodendrocytes,Male,2425
1772058177_A01,1_oligodendrocytes,Female,2426
1772058177_B06,1_oligodendrocytes,Male,2427
1772058148_G12,1_oligodendrocytes,Female,2428
1772058171_B07,1_oligodendrocytes,Male,2429
1772058177_G05,1_oligodendrocytes,Female,2430
1772063064_F07,1_oligodendrocytes,Male,2431
1772058171_E10,1_oligodendrocytes,Female,2432
1772058171_B06,1_oligodendrocytes,Male,2433
1772058177_E12,1_oligodendrocytes,Female,2434
1772058171_D02,1_oligodendrocytes,Male,2435
1772058177_B04,1_oligodendrocytes,Female,2436
1772062128_F04,1_oligodendrocytes,Male,2437
1772058171_D08,1_oligodendrocytes,Female,2438
1772058171_E05,1_oligodendrocytes,Male,2439
1772058177_B09,1_oligodendrocytes,Female,2440
1772058177_C12,1_oligodendrocytes,Male,2441
1772058177_D05,1_oligodendrocytes,Female,2442
1772058171_G10,1_oligodendrocytes,Male,2443
1772058171_C04,1_oligodendrocytes,Female,2444
1772058171_C08,1_oligodendrocytes,Male,2445
1772058171_C10,1_oligodendrocytes,Female,2446
1772062128_C10,1_oligodendrocytes,Male,2447
1772063061_B04,1_oligodendrocytes,Female,2448
1772058171_F04,4_microglia,Male,2449
1772060226_D02,4_microglia,Female,2450
1772062109_F11,4_microglia,Male,2451
1772066090_E08,4_microglia,Female,2452
1772067057_G11,4_microglia,Male,2453
1772058148_F06,4_microglia,Female,2454
1772058177_A09,4_microglia,Male,2455
1772058177_A07,4_microglia,Female,2456
1772060225_E03,4_microglia,Male,2457
1772058177_D10,4_microglia,Female,2458
1772058177_D11,4_microglia,Male,2459
1772062109_D01,4_microglia,Female,2460
1772058177_C03,4_microglia,Male,2461
1772062109_E05,4_microglia,Female,2462
1772062128_F05,4_microglia,Male,2463
1772067070_C04,4_microglia,Female,2464
1772066095_B12,4_microglia,Male,2465
1772058148_E12,4_microglia,Female,2466
1772058148_D12,4_microglia,Male,2467
1772058148_A05,4_microglia,Female,2468
1772066104_B07,4_microglia,Male,2469
1772062111_G10,4_microglia,Female,2470
1772060226_E03,4_microglia,Male,2471
1772060240_H11,4_microglia,Female,2472
1772066096_G06,4_microglia,Male,2473
1772058177_A12,4_microglia,Female,2474
1772062128_C02,4_microglia,Male,2475
1772066095_G07,4_microglia,Female,2476
1772058171_C05,4_microglia,Male,2477
1772062128_A07,4_microglia,Female,2478
1772058177_E01,4_microglia,Male,2479
1772058177_B11,4_microglia,Female,2480
1772058177_F07,4_microglia,Male,2481
1772058177_G04,4_microglia,Female,2482
1772063074_B03,4_microglia,Male,2483
1772058171_F11,4_microglia,Female,2484
1772062113_A11,4_microglia,Male,2485
1772062111_H06,4_microglia,Female,2486
1772063061_F10,4_microglia,Male,2487
1772062116_D02,4_microglia,Female,2488
1772062115_A07,4_microglia,Male,2489
1772062115_C02,4_microglia,Female,2490
1772062109_E12,4_microglia,Male,2491
1772062109_D06,4_microglia,Female,2492
1772062128_D02,4_microglia,Male,2493
1772062118_F04,4_microglia,Female,2494
1772063078_G02,4_microglia,Male,2495
1772063063_H11,4_microglia,Female,2496
1772062118_A11,4_microglia,Male,2497
1772060224_F07,4_microglia,Female,2498
1772063077_F06,4_microglia,Male,2499
1772062111_A05,4_microglia,Female,2500
1772060224_B12,4_microglia,Male,2501
1772066076_A07,4_microglia,Female,2502
1772067064_D12,4_microglia,Male,2503
1772060240_F05,4_microglia,Female,2504
1772063077_E03,4_microglia,Male,2505
1772063074_F08,4_microglia,Female,2506
1772058177_F04,4_microglia,Male,2507
1772067074_D04,4_microglia,Female,2508
1772066080_F07,4_microglia,Male,2509
1772062111_G06,4_microglia,Female,2510
1772062109_D12,4_microglia,Male,2511
1772062109_A06,4_microglia,Female,2512
1772062113_E05,4_microglia,Male,2513
1772062111_F12,4_microglia,Female,2514
1772062118_H01,4_microglia,Male,2515
1772063074_H12,4_microglia,Female,2516
1772067064_B09,4_microglia,Male,2517
1772067057_B09,4_microglia,Female,2518
1772060224_H07,4_microglia,Male,2519
1772067094_C07,4_microglia,Female,2520
1772067070_C02,4_microglia,Male,2521
1772067096_G06,4_microglia,Female,2522
1772060240_H10,4_microglia,Male,2523
1772062116_G09,4_microglia,Female,2524
1772067058_C04,4_microglia,Male,2525
1772063077_D08,4_microglia,Female,2526
1772063063_A03,4_microglia,Male,2527
1772060226_H12,4_microglia,Female,2528
1772066090_B06,4_microglia,Male,2529
1772062118_F03,4_microglia,Female,2530
1772063062_D07,4_microglia,Male,2531
1772062128_H04,4_microglia,Female,2532
1772062118_E06,4_microglia,Male,2533
1772071044_B03,4_microglia,Female,2534
1772060225_F05,4_microglia,Male,2535
1772060226_F12,4_microglia,Female,2536
1772062115_H11,4_microglia,Male,2537
1772062109_C05,4_microglia,Female,2538
1772058177_E03,4_microglia,Male,2539
1772060224_B07,4_microglia,Female,2540
1772060226_H02,4_microglia,Male,2541
1772062118_D09,4_microglia,Female,2542
1772062118_F11,4_microglia,Male,2543
1772062111_D12,4_microglia,Female,2544
1772062128_B03,4_microglia,Male,2545
1772066090_D03,4_microglia,Female,2546
1772063071_E02,6_endothelial_mural,Male,2547
1772063064_A11,6_endothelial_mural,Female,2548
1772060224_B09,6_endothelial_mural,Male,2549
1772063078_H11,6_endothelial_mural,Female,2550
1772063061_G03,6_endothelial_mural,Male,2551
1772063071_D01,6_endothelial_mural,Female,2552
1772063064_B05,6_endothelial_mural,Male,2553
1772062111_E02,6_endothelial_mural,Female,2554
1772063062_H12,6_endothelial_mural,Male,2555
1772058177_C08,6_endothelial_mural,Female,2556
1772058148_A07,6_endothelial_mural,Male,2557
1772060240_A03,6_endothelial_mural,Female,2558
1772067070_H08,6_endothelial_mural,Male,2559
1772063079_C02,6_endothelial_mural,Female,2560
1772063071_A01,6_endothelial_mural,Male,2561
1772063079_A09,6_endothelial_mural,Female,2562
1772067070_C05,6_endothelial_mural,Male,2563
1772063079_A11,6_endothelial_mural,Female,2564
1772062113_G08,6_endothelial_mural,Male,2565
1772062128_G09,6_endothelial_mural,Female,2566
1772060240_D11,6_endothelial_mural,Male,2567
1772071044_B01,6_endothelial_mural,Female,2568
1772071036_E10,6_endothelial_mural,Male,2569
1772062113_D11,6_endothelial_mural,Female,2570
1772063063_B01,6_endothelial_mural,Male,2571
1772058171_E12,6_endothelial_mural,Female,2572
1772063064_F06,6_endothelial_mural,Male,2573
1772058148_H05,6_endothelial_mural,Female,2574
1772066103_B12,6_endothelial_mural,Male,2575
1772058177_G06,6_endothelial_mural,Female,2576
1772058177_H06,6_endothelial_mural,Male,2577
1772058177_H02,6_endothelial_mural,Female,2578
1772058177_D01,6_endothelial_mural,Male,2579
1772058171_E11,6_endothelial_mural,Female,2580
1772058177_F10,6_endothelial_mural,Male,2581
1772058171_G09,6_endothelial_mural,Female,2582
1772058171_G07,6_endothelial_mural,Male,2583
1772058177_F12,6_endothelial_mural,Female,2584
1772058177_G12,6_endothelial_mural,Male,2585
1772058171_F01,6_endothelial_mural,Female,2586
1772058171_H05,6_endothelial_mural,Male,2587
1772058171_G05,6_endothelial_mural,Female,2588
1772062128_D06,6_endothelial_mural,Male,2589
1772063079_B05,6_endothelial_mural,Female,2590
1772062109_H08,6_endothelial_mural,Male,2591
1772062109_D05,6_endothelial_mural,Female,2592
1772062111_D07,6_endothelial_mural,Male,2593
1772063077_D11,6_endothelial_mural,Female,2594
1772062113_H07,6_endothelial_mural,Male,2595
1772062111_G12,6_endothelial_mural,Female,2596
1772063079_C11,6_endothelial_mural,Male,2597
1772063079_H12,6_endothelial_mural,Female,2598
1772060224_E05,6_endothelial_mural,Male,2599
1772063070_F11,6_endothelial_mural,Female,2600
1772062114_A09,6_endothelial_mural,Male,2601
1772062111_H12,6_endothelial_mural,Female,2602
1772063070_B04,6_endothelial_mural,Male,2603
1772063064_E04,6_endothelial_mural,Female,2604
1772058177_G07,6_endothelial_mural,Male,2605
1772062113_C01,6_endothelial_mural,Female,2606
1772067073_A12,6_endothelial_mural,Male,2607
1772063063_C11,6_endothelial_mural,Female,2608
1772062109_B07,6_endothelial_mural,Male,2609
1772067058_F03,6_endothelial_mural,Female,2610
1772071040_D01,6_endothelial_mural,Male,2611
1772063063_G05,6_endothelial_mural,Female,2612
1772067069_E07,6_endothelial_mural,Male,2613
1772067063_A11,6_endothelial_mural,Female,2614
1772071040_F09,6_endothelial_mural,Male,2615
1772067063_A07,6_endothelial_mural,Female,2616
1772066096_C02,6_endothelial_mural,Male,2617
1772066098_E07,6_endothelial_mural,Female,2618
1772058148_D04,6_endothelial_mural,Male,2619
1772067074_H04,6_endothelial_mural,Female,2620
1772058148_E02,6_endothelial_mural,Male,2621
1772067073_B09,6_endothelial_mural,Female,2622
1772063071_D11,6_endothelial_mural,Male,2623
1772071040_E11,6_endothelial_mural,Female,2624
1772067074_H09,6_endothelial_mural,Male,2625
1772071041_H04,6_endothelial_mural,Female,2626
1772067073_F07,6_endothelial_mural,Male,2627
1772058148_C04,6_endothelial_mural,Female,2628
1772058148_E09,6_endothelial_mural,Male,2629
1772067074_H08,6_endothelial_mural,Female,2630
1772058148_F12,6_endothelial_mural,Male,2631
1772071036_D04,6_endothelial_mural,Female,2632
1772063070_A07,6_endothelial_mural,Male,2633
1772067074_F11,6_endothelial_mural,Female,2634
1772063064_B04,6_endothelial_mural,Male,2635
1772063070_A05,6_endothelial_mural,Female,2636
1772071040_B11,6_endothelial_mural,Male,2637
1772063070_E06,6_endothelial_mural,Female,2638
1772066102_E06,6_endothelial_mural,Male,2639
1772060240_D07,6_endothelial_mural,Female,2640
1772067063_B03,6_endothelial_mural,Male,2641
1772058148_F05,6_endothelial_mural,Female,2642
1772066108_B09,6_endothelial_mural,Male,2643
1772066102_C04,6_endothelial_mural,Female,2644
1772060224_A05,6_endothelial_mural,Male,2645
1772063070_G07,6_endothelial_mural,Female,2646
1772066095_B03,6_endothelial_mural,Male,2647
1772063065_D10,6_endothelial_mural,Female,2648
1772060226_E09,6_endothelial_mural,Male,2649
1772063061_B10,6_endothelial_mural,Female,2650
1772062115_F01,6_endothelial_mural,Male,2651
1772063065_D08,6_endothelial_mural,Female,2652
1772066097_C03,6_endothelial_mural,Male,2653
1772058148_F10,6_endothelial_mural,Female,2654
1772066077_E10,6_endothelial_mural,Male,2655
1772063065_B12,6_endothelial_mural,Female,2656
1772063063_H05,6_endothelial_mural,Male,2657
1772063068_B12,6_endothelial_mural,Female,2658
1772067058_D06,6_endothelial_mural,Male,2659
1772062109_G06,6_endothelial_mural,Female,2660
1772062116_H04,6_endothelial_mural,Male,2661
1772063062_G06,6_endothelial_mural,Female,2662
1772058171_G04,6_endothelial_mural,Male,2663
1772067063_D05,6_endothelial_mural,Female,2664
1772058177_A05,6_endothelial_mural,Male,2665
1772058177_F11,6_endothelial_mural,Female,2666
1772063079_A07,6_endothelial_mural,Male,2667
1772062116_H07,6_endothelial_mural,Female,2668
1772063070_F02,6_endothelial_mural,Male,2669
1772060224_C09,6_endothelial_mural,Female,2670
1772067073_H05,6_endothelial_mural,Male,2671
1772058171_A12,6_endothelial_mural,Female,2672
1772067073_H10,6_endothelial_mural,Male,2673
1772067074_D07,6_endothelial_mural,Female,2674
1772062109_E02,6_endothelial_mural,Male,2675
1772060224_F01,6_endothelial_mural,Female,2676
1772066099_F09,6_endothelial_mural,Male,2677
1772062111_A11,6_endothelial_mural,Female,2678
1772058171_A06,6_endothelial_mural,Male,2679
1772060224_F04,6_endothelial_mural,Female,2680
1772060224_H12,6_endothelial_mural,Male,2681
1772063071_F12,6_endothelial_mural,Female,2682
1772062111_A08,6_endothelial_mural,Male,2683
1772058177_A08,6_endothelial_mural,Female,2684
1772060224_H01,6_endothelial_mural,Male,2685
1772066095_A07,6_endothelial_mural,Female,2686
1772058177_B01,6_endothelial_mural,Male,2687
1772062111_B12,6_endothelial_mural,Female,2688
1772063064_A08,6_endothelial_mural,Male,2689
1772063064_B02,6_endothelial_mural,Female,2690
1772062115_G08,6_endothelial_mural,Male,2691
1772062114_H08,6_endothelial_mural,Female,2692
1772063071_G12,6_endothelial_mural,Male,2693
1772060225_H04,6_endothelial_mural,Female,2694
1772058177_H03,6_endothelial_mural,Male,2695
1772063064_F09,6_endothelial_mural,Female,2696
1772060224_D12,6_endothelial_mural,Male,2697
1772066080_C04,6_endothelial_mural,Female,2698
1772063062_B10,6_endothelial_mural,Male,2699
1772062128_E01,6_endothelial_mural,Female,2700
1772062128_A02,6_endothelial_mural,Male,2701
1772062128_C11,6_endothelial_mural,Female,2702
1772060240_B11,6_endothelial_mural,Male,2703
1772063078_A02,6_endothelial_mural,Female,2704
1772058148_B03,6_endothelial_mural,Male,2705
1772062128_C09,6_endothelial_mural,Female,2706
1772062116_C03,6_endothelial_mural,Male,2707
1772058177_H04,6_endothelial_mural,Female,2708
1772063071_B06,6_endothelial_mural,Male,2709
1772067063_E01,6_endothelial_mural,Female,2710
1772058171_A01,6_endothelial_mural,Male,2711
1772062111_F09,6_endothelial_mural,Female,2712
1772066104_A09,6_endothelial_mural,Male,2713
1772060240_G06,6_endothelial_mural,Female,2714
1772062109_B04,6_endothelial_mural,Male,2715
1772063071_B12,6_endothelial_mural,Female,2716
1772063071_D02,6_endothelial_mural,Male,2717
1772067058_D10,6_endothelial_mural,Female,2718
1772067069_H12,6_endothelial_mural,Male,2719
1772063062_A05,6_endothelial_mural,Female,2720
1772063071_G02,6_endothelial_mural,Male,2721
1772066096_E06,7_astrocytes_ependymal,Female,2722
1772071014_H04,7_astrocytes_ependymal,Male,2723
1772066098_B06,7_astrocytes_ependymal,Female,2724
1772071044_C05,7_astrocytes_ependymal,Male,2725
1772067058_E08,7_astrocytes_ependymal,Female,2726
1772071044_C04,7_astrocytes_ependymal,Male,2727
1772067096_A11,7_astrocytes_ependymal,Female,2728
1772066098_C02,7_astrocytes_ependymal,Male,2729
1772071045_F10,7_astrocytes_ependymal,Female,2730
1772066076_C10,7_astrocytes_ependymal,Male,2731
1772062109_D11,7_astrocytes_ependymal,Female,2732
1772062111_B03,7_astrocytes_ependymal,Male,2733
1772071014_C07,7_astrocytes_ependymal,Female,2734
1772067063_E05,7_astrocytes_ependymal,Male,2735
1772071045_D05,7_astrocytes_ependymal,Female,2736
1772071015_H09,7_astrocytes_ependymal,Male,2737
1772071014_G04,7_astrocytes_ependymal,Female,2738
1772071014_H07,7_astrocytes_ependymal,Male,2739
1772071014_D06,7_astrocytes_ependymal,Female,2740
1772071014_F02,7_astrocytes_ependymal,Male,2741
1772058171_H01,7_astrocytes_ependymal,Female,2742
1772071015_A08,7_astrocytes_ependymal,Male,2743
1772071015_D10,7_astrocytes_ependymal,Female,2744
1772067064_A10,7_astrocytes_ependymal,Male,2745
1772071015_H10,7_astrocytes_ependymal,Female,2746
1772062118_H11,7_astrocytes_ependymal,Male,2747
1772067069_C11,7_astrocytes_ependymal,Female,2748
1772071014_E01,7_astrocytes_ependymal,Male,2749
1772071015_D02,7_astrocytes_ependymal,Female,2750
1772062128_D05,7_astrocytes_ependymal,Male,2751
1772071014_D07,7_astrocytes_ependymal,Female,2752
1772071014_A02,7_astrocytes_ependymal,Male,2753
1772063071_H08,7_astrocytes_ependymal,Female,2754
1772062128_E02,7_astrocytes_ependymal,Male,2755
1772066110_G07,7_astrocytes_ependymal,Female,2756
1772066096_C07,7_astrocytes_ependymal,Male,2757
1772066096_B01,7_astrocytes_ependymal,Female,2758
1772063077_F03,7_astrocytes_ependymal,Male,2759
1772058177_E09,7_astrocytes_ependymal,Female,2760
1772066096_A04,7_astrocytes_ependymal,Male,2761
1772071036_F10,7_astrocytes_ependymal,Female,2762
1772066076_A11,7_astrocytes_ependymal,Male,2763
1772066102_H01,7_astrocytes_ependymal,Female,2764
1772062109_F07,7_astrocytes_ependymal,Male,2765
1772058177_D07,7_astrocytes_ependymal,Female,2766
1772067076_F10,7_astrocytes_ependymal,Male,2767
1772058171_F07,7_astrocytes_ependymal,Female,2768
1772062114_D03,7_astrocytes_ependymal,Male,2769
1772062114_B05,7_astrocytes_ependymal,Female,2770
1772058177_B03,7_astrocytes_ependymal,Male,2771
1772058171_B03,7_astrocytes_ependymal,Female,2772
1772063064_D08,7_astrocytes_ependymal,Male,2773
1772071015_A12,7_astrocytes_ependymal,Female,2774
1772071015_G05,7_astrocytes_ependymal,Male,2775
1772063062_B05,7_astrocytes_ependymal,Female,2776
1772063061_F08,7_astrocytes_ependymal,Male,2777
1772062128_B12,7_astrocytes_ependymal,Female,2778
1772062114_E01,7_astrocytes_ependymal,Male,2779
1772063068_F04,7_astrocytes_ependymal,Female,2780
1772063065_D11,7_astrocytes_ependymal,Male,2781
1772063064_H03,7_astrocytes_ependymal,Female,2782
1772066098_C10,7_astrocytes_ependymal,Male,2783
1772058171_A08,7_astrocytes_ependymal,Female,2784
1772063071_B11,7_astrocytes_ependymal,Male,2785
1772062128_E04,7_astrocytes_ependymal,Female,2786
1772063071_H07,7_astrocytes_ependymal,Male,2787
1772063071_H09,7_astrocytes_ependymal,Female,2788
1772062118_G01,7_astrocytes_ependymal,Male,2789
1772063062_D09,7_astrocytes_ependymal,Female,2790
1772063068_D06,7_astrocytes_ependymal,Male,2791
1772066095_B02,7_astrocytes_ependymal,Female,2792
1772063065_E10,7_astrocytes_ependymal,Male,2793
1772062115_D08,7_astrocytes_ependymal,Female,2794
1772060226_B09,7_astrocytes_ependymal,Male,2795
1772066099_H10,7_astrocytes_ependymal,Female,2796
1772063071_H02,7_astrocytes_ependymal,Male,2797
1772066080_C10,7_astrocytes_ependymal,Female,2798
1772066090_G04,7_astrocytes_ependymal,Male,2799
1772066095_C10,7_astrocytes_ependymal,Female,2800
1772063077_A11,7_astrocytes_ependymal,Male,2801
1772066098_B12,7_astrocytes_ependymal,Female,2802
1772066076_E12,7_astrocytes_ependymal,Male,2803
1772067060_G01,7_astrocytes_ependymal,Female,2804
1772066098_A01,7_astrocytes_ependymal,Male,2805
1772067082_A12,7_astrocytes_ependymal,Female,2806
1772066090_A06,7_astrocytes_ependymal,Male,2807
1772066101_G05,7_astrocytes_ependymal,Female,2808
1772066098_D07,7_astrocytes_ependymal,Male,2809
1772067076_H10,7_astrocytes_ependymal,Female,2810
1772071036_E06,7_astrocytes_ependymal,Male,2811
1772067060_D10,7_astrocytes_ependymal,Female,2812
1772066080_A11,7_astrocytes_ependymal,Male,2813
1772066070_E03,7_astrocytes_ependymal,Female,2814
1772066090_C12,7_astrocytes_ependymal,Male,2815
1772066090_F08,7_astrocytes_ependymal,Female,2816
1772071036_F04,7_astrocytes_ependymal,Male,2817
1772062128_F01,7_astrocytes_ependymal,Female,2818
1772066070_A06,7_astrocytes_ependymal,Male,2819
1772062118_A08,7_astrocytes_ependymal,Female,2820
1772062114_B04,7_astrocytes_ependymal,Male,2821
1772062128_C08,7_astrocytes_ependymal,Female,2822
1772066110_D07,7_astrocytes_ependymal,Male,2823
1772062109_A08,7_astrocytes_ependymal,Female,2824
1772067057_E02,7_astrocytes_ependymal,Male,2825
1772062115_F11,7_astrocytes_ependymal,Female,2826
1772060240_F07,7_astrocytes_ependymal,Male,2827
1772062113_F04,7_astrocytes_ependymal,Female,2828
1772062118_A10,7_astrocytes_ependymal,Male,2829
1772062114_D04,7_astrocytes_ependymal,Female,2830
1772063077_G09,7_astrocytes_ependymal,Male,2831
1772063077_F11,7_astrocytes_ependymal,Female,2832
1772060240_B02,7_astrocytes_ependymal,Male,2833
1772058148_C01,7_astrocytes_ependymal,Female,2834
1772067093_A09,7_astrocytes_ependymal,Male,2835
1772060224_G08,7_astrocytes_ependymal,Female,2836
1772060240_D05,7_astrocytes_ependymal,Male,2837
1772060240_B05,7_astrocytes_ependymal,Female,2838
1772071044_C01,7_astrocytes_ependymal,Male,2839
1772060224_D09,7_astrocytes_ependymal,Female,2840
1772062109_E04,7_astrocytes_ependymal,Male,2841
1772063061_C12,7_astrocytes_ependymal,Female,2842
1772063063_F04,7_astrocytes_ependymal,Male,2843
1772071045_C02,7_astrocytes_ependymal,Female,2844
1772063074_D02,7_astrocytes_ependymal,Male,2845
1772062109_E11,7_astrocytes_ependymal,Female,2846
1772060240_H12,7_astrocytes_ependymal,Male,2847
1772066077_D11,7_astrocytes_ependymal,Female,2848
1772062118_G03,7_astrocytes_ependymal,Male,2849
1772071041_B08,7_astrocytes_ependymal,Female,2850
1772067096_A10,7_astrocytes_ependymal,Male,2851
1772062114_F06,7_astrocytes_ependymal,Female,2852
1772067054_G12,7_astrocytes_ependymal,Male,2853
1772063062_C11,7_astrocytes_ependymal,Female,2854
1772062113_E12,7_astrocytes_ependymal,Male,2855
1772067063_G08,7_astrocytes_ependymal,Female,2856
1772058148_G05,7_astrocytes_ependymal,Male,2857
1772063064_E06,7_astrocytes_ependymal,Female,2858
1772058148_C05,7_astrocytes_ependymal,Male,2859
1772062128_C04,7_astrocytes_ependymal,Female,2860
1772063063_E01,7_astrocytes_ependymal,Male,2861
1772060224_E12,7_astrocytes_ependymal,Female,2862
1772058148_E08,7_astrocytes_ependymal,Male,2863
1772058177_C04,7_astrocytes_ependymal,Female,2864
1772063077_B01,7_astrocytes_ependymal,Male,2865
1772063077_E12,7_astrocytes_ependymal,Female,2866
1772058148_C09,7_astrocytes_ependymal,Male,2867
1772063074_C07,7_astrocytes_ependymal,Female,2868
1772063063_F12,7_astrocytes_ependymal,Male,2869
1772067073_H07,7_astrocytes_ependymal,Female,2870
1772067066_C06,7_astrocytes_ependymal,Male,2871
1772067073_E04,7_astrocytes_ependymal,Female,2872
1772067064_C11,7_astrocytes_ependymal,Male,2873
